;0;tier;1;2;3;4;genre
138;electronic;2;house music;house music;house music;house music;trival
139;electronic;2;house music;house music;house music;house music;witch house
140;electronic;1;industrial music;industrial music;industrial music;industrial music;industrial music
141;electronic;2;industrial music;industrial music;industrial music;industrial music;aggrotech
142;electronic;2;industrial music;industrial music;industrial music;industrial music;cybergrind
143;electronic;2;industrial music;industrial music;industrial music;industrial music;electro-industrial
144;electronic;2;industrial music;industrial music;industrial music;industrial music;dark electro
145;electronic;2;industrial music;industrial music;industrial music;industrial music;electronic body music
146;electronic;2;industrial music;industrial music;industrial music;industrial music;futurepop
147;electronic;2;industrial music;industrial music;industrial music;industrial music;industrial metal
148;electronic;2;industrial music;industrial music;industrial music;industrial music;industrial rock
149;electronic;2;industrial music;industrial music;industrial music;industrial music;japanoise
150;electronic;2;industrial music;industrial music;industrial music;industrial music;neue deutsche härte
151;electronic;2;industrial music;power electronics;power electronics;power electronics;power electronics
152;electronic;3;industrial music;power electronics;power electronics;power electronics;death industrial
153;electronic;2;industrial music;industrial music;industrial music;industrial music;power noise
154;electronic;1;idm;idm;idm;idm;idm
155;electronic;2;idm;glitch;glitch;glitch;glitch
156;electronic;3;idm;glitch;glitch;glitch;glitch hop
157;electronic;2;idm;idm;idm;idm;wonky
158;electronic;1;jungle;jungle;jungle;jungle;jungle
159;electronic;2;jungle;jungle;jungle;jungle;darkcore jungle
160;electronic;2;jungle;jungle;jungle;jungle;raggacore
161;electronic;1;post-disco;post-disco;post-disco;post-disco;post-disco
162;electronic;2;post-disco;post-disco;post-disco;post-disco;boogie
163;electronic;2;post-disco;electropop;electropop;electropop;electropop
164;electronic;3;post-disco;electropop;electropop;electropop;chillwave
165;electronic;2;post-disco;post-disco;post-disco;post-disco;dance-pop
166;electronic;2;post-disco;post-disco;post-disco;post-disco;dance-rock
167;electronic;1;techno;techno;techno;techno;techno
168;electronic;2;techno;techno;techno;techno;acid techno
169;electronic;2;techno;techno;techno;techno;detroit techno
170;electronic;2;techno;techno;techno;techno;dub techno
171;electronic;2;techno;techno;techno;techno;free tekno
172;electronic;2;techno;techno;techno;techno;minimal techno
173;electronic;2;techno;techno;techno;techno;nortec
174;electronic;2;techno;techno;techno;techno;tecno brega
175;electronic;2;techno;techno;techno;techno;techdombe
176;electronic;1;trance music;trance music;trance music;trance music;trance music
177;electronic;2;trance music;trance music;trance music;trance music;acid trance
178;electronic;2;trance music;trance music;trance music;trance music;balearic trance
179;electronic;2;trance music;trance music;trance music;trance music;dream trance
180;electronic;2;trance music;trance music;trance music;trance music;goa trance
181;electronic;2;trance music;trance music;trance music;trance music;hard trance
182;electronic;2;trance music;trance music;trance music;trance music;nitzhonot
183;electronic;2;trance music;psychedelic trance;psychedelic trance;psychedelic trance;psychedelic trance
184;electronic;3;trance music;psychedelic trance;psychedelic trance;psychedelic trance;suomisaundi
185;electronic;3;trance music;psychedelic trance;psychedelic trance;psychedelic trance;full on
186;electronic;2;trance music;trance music;trance music;trance music;progressive trance
187;electronic;2;trance music;trance music;trance music;trance music;tech trance
188;electronic;2;trance music;trance music;trance music;trance music;uplifting trance
189;electronic;2;trance music;trance music;trance music;trance music;vocal trance
190;electronic;1;uk garage;uk garage;uk garage;uk garage;uk garage
191;electronic;2;uk garage;2-step garage;2-step garage;2-step garage;2-step garage
192;electronic;3;uk garage;2-step garage;dubstep;dubstep;dubstep
193;electronic;4;uk garage;2-step garage;dubstep;dubstep;brostep
194;electronic;4;uk garage;2-step garage;dubstep;dubstep;chillstep
195;electronic;4;uk garage;2-step garage;dubstep;dubstep;reggaestep
196;electronic;4;uk garage;2-step garage;dubstep;dubstep;trapstep
197;electronic;4;uk garage;2-step garage;dubstep;dubstep;liquid dubstep
198;electronic;4;uk garage;2-step garage;dubstep;dubstep;metalstep
199;electronic;3;uk garage;2-step garage;2-step garage;2-step garage;neurohop
200;electronic;2;uk garage;uk garage;uk garage;uk garage;breakstep
201;electronic;2;uk garage;uk garage;uk garage;uk garage;future garage
202;electronic;2;uk garage;grime;grime;grime;grime
203;electronic;3;uk garage;grime;grime;grime;grindie
204;electronic;2;uk garage;speed garage;speed garage;speed garage;speed garage
205;electronic;3;uk garage;speed garage;speed garage;speed garage;bassline
206;electronic;2;uk garage;uk garage;uk garage;uk garage;uk funky
207;electronic;1;electronic;electronic;electronic;electronic;vaporwave
208;electronic;1;video game music;video game music;video game music;video game music;video game music
209;electronic;2;video game music;chiptune;chiptune;chiptune;chiptune
210;electronic;3;video game music;chiptune;chiptune;chiptune;bitpop
211;electronic;3;video game music;chiptune;chiptune;chiptune;game boy music
212;electronic;3;video game music;chiptune;chiptune;chiptune;skweee
213;electronic;2;video game music;video game music;video game music;video game music;nintendocore
